特典内容,区分,名称,郵便番号,市区町村,住所,電話番号,FAX,メール,営業時間,定休日,URL,PR（パパ・ママ）
"ポテトフライ無料
店内でご飲食の小学生以下のお子様連れ　　*1グループにつき1点*  　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　※オーダー時カード提示、クーポンのみの使用不可、他の割引・優待サービスとの併用不可",飲食,馬車道　川島インター店,350-0152,川島町,比企郡川島町上伊草210,049-299-0500,,,11:00～22:00,,http://www.bashamichi.co.jp,明治浪漫の漂うなかで、こだわりの味にくつろぐ子供から大人まで喜ばれるスペシャリティレストランです。
"ポテトフライ無料
店内でご飲食の小学生以下のお子様連れ　　*1グループにつき1点*  　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　※オーダー時カード提示、クーポンのみの使用不可、他の割引・優待サービスとの併用不可",飲食,馬車道　四街道店,284-0001,千葉県,千葉県四街道市大日461-1,043-304-2722,,,11:00～22:00,,http://www.bashamichi.co.jp,明治浪漫の漂うなかで、こだわりの味にくつろぐ子供から大人まで喜ばれるスペシャリティレストランです。
"ポテトフライ無料
店内でご飲食の小学生以下のお子様連れ　　*1グループにつき1点*  　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　※オーダー時カード提示、クーポンのみの使用不可、他の割引・優待サービスとの併用不可",飲食,馬車道　大和下和田店,242-0015,神奈川県,神奈川県大和市下和田884-1,046-201-0255,,,11:00～22:00,,http://www.bashamichi.co.jp,明治浪漫の漂うなかで、こだわりの味にくつろぐ子供から大人まで喜ばれるスペシャリティレストランです。
"ポテトフライ無料
店内でご飲食の小学生以下のお子様連れ　　*1グループにつき1点*  　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　※オーダー時カード提示、クーポンのみの使用不可、他の割引・優待サービスとの併用不可",飲食,馬車道　なめがわモール店,355-0811,滑川町,比企郡滑川町羽尾2815-1,0493-81-7811,,,11:00～22:00,,http://www.bashamichi.co.jp,明治浪漫の漂うなかで、こだわりの味にくつろぐ子供から大人まで喜ばれるスペシャリティレストランです。
"ポテトフライ無料
※店内でご飲食の小学生以下のお子様連れ*1グループにつき1点*  　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　※オーダー時カード提示、クーポンのみの使用不可、他の割引・優待サービスとの併用不可",飲食,ピッツェリア馬車道　東久留米店,203-0054,東京都,東京都東久留米市中央町1-2-45,042-470-7121,,,11:00～22:00,,http://www.bashamichi.co.jp,スパゲッテイとピッツァを主力にしたイタリアンレストラン。職人が一枚一枚丁寧にのばし、専用のピザ窯で焼き上げる本格的なナポリピッツァをご堪能下さい。
"ポテトフライ無料
※店内でご飲食の小学生以下のお子様連れ*1グループにつき1点*  　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　※オーダー時カード提示、クーポンのみの使用不可、他の割引・優待サービスとの併用不可",飲食,ピッツェリア馬車道　ふじみ野店,356-0055,ふじみ野市,ふじみ野市旭1-16-27,049-263-9150,,,11:00～22:00,,http://www.bashamichi.co.jp,スパゲッテイとピッツァを主力にしたイタリアンレストラン。職人が一枚一枚丁寧にのばし、専用のピザ窯で焼き上げる本格的なナポリピッツァをご堪能下さい。
"ポテトフライ無料
※店内でご飲食の小学生以下のお子様連れ*1グループにつき1点*  　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　※オーダー時カード提示、クーポンのみの使用不可、他の割引・優待サービスとの併用不可",飲食,ピッツェリア馬車道　稲城若葉台店,206-0824,東京都,東京都稲城市若葉台4-1,042-350-7500,,,11:00～22:00,,http://www.bashamichi.co.jp,スパゲッテイとピッツァを主力にしたイタリアンレストラン。職人が一枚一枚丁寧にのばし、専用のピザ窯で焼き上げる本格的なナポリピッツァをご堪能下さい。
"ポテトフライ無料
※店内でご飲食の小学生以下のお子様連れ*1グループにつき1点*  　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　※オーダー時カード提示、クーポンのみの使用不可、他の割引・優待サービスとの併用不可",飲食,ピッツェリア馬車道　越谷南店,343-0832,越谷市,越谷市南町3-18-1,048-961-1088,,,11:00～22:00,,http://www.bashamichi.co.jp,スパゲッテイとピッツァを主力にしたイタリアンレストラン。職人が一枚一枚丁寧にのばし、専用のピザ窯で焼き上げる本格的なナポリピッツァをご堪能下さい。
"ポテトフライ無料
※店内でご飲食の小学生以下のお子様連れ*1グループにつき1点*  　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　※オーダー時カード提示、クーポンのみの使用不可、他の割引・優待サービスとの併用不可",飲食,ピッツェリア馬車道　桶川店,363-0001,桶川市,桶川市加納191-1,048-729-6561,,,11:00～22:00,,http://www.bashamichi.co.jp,スパゲッテイとピッツァを主力にしたイタリアンレストラン。職人が一枚一枚丁寧にのばし、専用のピザ窯で焼き上げる本格的なナポリピッツァをご堪能下さい。
"ポテトフライ無料
※店内でご飲食の小学生以下のお子様連れ*1グループにつき1点*  　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　※オーダー時カード提示、クーポンのみの使用不可、他の割引・優待サービスとの併用不可",飲食,ピッツェリア馬車道　行田店,361-0073,行田市,行田市行田120-1,048-555-6011,,,11:00～22:00,,http://www.bashamichi.co.jp,スパゲッテイとピッツァを主力にしたイタリアンレストラン。職人が一枚一枚丁寧にのばし、専用のピザ窯で焼き上げる本格的なナポリピッツァをご堪能下さい。
"ポテトフライ無料
※店内でご飲食の小学生以下のお子様連れ*1グループにつき1点*  　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　※オーダー時カード提示、クーポンのみの使用不可、他の割引・優待サービスとの併用不可",飲食,ピッツェリア馬車道　相模原北里大前店,252-0328,神奈川県,神奈川県相模原市南区麻溝台1-3-10,042-767-3151,,,11:00～22:00,,http://www.bashamichi.co.jp,スパゲッテイとピッツァを主力にしたイタリアンレストラン。職人が一枚一枚丁寧にのばし、専用のピザ窯で焼き上げる本格的なナポリピッツァをご堪能下さい。
"ポテトフライ無料
※店内でご飲食の小学生以下のお子様連れ*1グループにつき1点*  　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　※オーダー時カード提示、クーポンのみの使用不可、他の割引・優待サービスとの併用不可",飲食,ピッツェリア馬車道　草加谷塚店,340-0024,草加市,草加市谷塚上町616-1,048-920-1033,,,11:00～22:00,,http://www.bashamichi.co.jp,スパゲッテイとピッツァを主力にしたイタリアンレストラン。職人が一枚一枚丁寧にのばし、専用のピザ窯で焼き上げる本格的なナポリピッツァをご堪能下さい。
"ポテトフライ無料
※店内でご飲食の小学生以下のお子様連れ*1グループにつき1点*  　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　※オーダー時カード提示、クーポンのみの使用不可、他の割引・優待サービスとの併用不可",飲食,モダンパスタ　三郷店,341-0023,三郷市,三郷市仁蔵297-1,048-950-1891,,,11:00～22:00,,http://www.bashamichi.co.jp,馬車道の雰囲気をそのままに、ピザの食べ放題セットを楽しめます。メインの料理は、スパゲッティ・ハンバーグ・グラタンの中からお好きな商品をお選びいただけます。
"ポテトフライ無料
※店内でご飲食の小学生以下のお子様連れ*1グループにつき1点*  　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　※オーダー時カード提示、クーポンのみの使用不可、他の割引・優待サービスとの併用不可",飲食,馬車道　春日部店,344-0038,春日部市,春日部市大沼7-1,048-738-3880,,,11:00～22:00,,http://www.bashamichi.co.jp,馬車道の雰囲気をそのままに、ピザの食べ放題セットを楽しめます。メインの料理は、スパゲッティ・ハンバーグ・グラタンの中からお好きな商品をお選びいただけます。
